,area_type,availability,size,total_sqft,bath,balcony,price,Electronic City,Hebbal,Kanakpura Road,Marathahalli,Raja Rajeshwari Nagar,Sarjapur  Road,Thanisandra,Uttarahalli,Whitefield,Yelahanka
6287,1,1,3,1420.0,2.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0
6288,1,0,3,1500.0,2.0,1.0,78.0,1,0,0,0,0,0,0,0,0,0
6289,2,1,3,1942.0,3.0,1.0,155.0,0,0,0,0,0,0,0,0,0,0
6290,1,0,3,1985.0,3.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
6291,1,0,1,950.0,1.0,0.0,39.9,0,0,0,0,0,1,0,0,0,0
6292,3,1,3,1200.0,4.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
6293,1,1,3,1752.0,3.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0
6294,3,1,4,1200.0,3.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
6295,3,1,5,1200.0,5.0,1.0,200.0,0,0,0,0,0,0,0,0,0,0
6296,1,1,3,1480.0,2.0,2.0,84.0,0,0,0,0,0,0,0,0,0,0
6297,3,1,3,600.0,4.0,1.0,81.0,0,0,0,0,0,0,0,0,0,0
6298,1,1,3,1826.0,3.0,2.0,130.0,0,0,0,0,0,1,0,0,0,0
6299,1,1,2,1035.0,2.0,1.0,39.33,0,0,0,0,0,0,0,0,0,0
6300,2,1,4,2600.0,4.0,2.0,98.0,0,0,0,0,0,1,0,0,0,0
6301,2,1,3,1667.0,3.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0
6302,1,1,2,934.0,2.0,2.0,55.0,0,0,0,0,0,0,1,0,0,0
6304,1,1,3,1620.0,2.0,1.0,76.0,0,0,0,0,0,0,0,0,0,0
6305,1,0,2,1070.0,2.0,1.0,47.0,1,0,0,0,0,0,0,0,0,0
6306,2,1,5,3600.0,5.0,3.0,180.0,0,0,0,0,0,0,0,0,0,0
6307,1,0,3,1280.0,2.0,2.0,60.0,0,0,0,0,0,0,0,1,0,0
6308,1,1,2,1400.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0
6309,3,1,7,1200.0,8.0,2.0,180.0,0,0,0,0,0,0,0,0,0,0
6310,2,1,2,1330.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0
6311,1,0,2,1012.0,2.0,1.0,54.59,0,0,0,0,0,0,0,0,0,0
6312,1,0,3,1611.0,2.0,2.0,48.33,0,0,0,0,0,0,0,0,0,0
6313,1,1,3,1405.0,3.0,2.0,58.0,0,0,0,0,0,0,0,0,1,0
6314,1,1,3,1515.0,3.0,3.0,90.0,0,0,0,0,0,0,0,0,0,0
6315,1,1,3,1830.0,4.0,2.0,150.0,0,0,0,0,0,0,0,0,0,0
6316,2,1,3,1710.0,3.0,0.0,60.0,0,0,0,0,0,0,0,0,0,0
6317,2,1,2,935.0,2.0,1.0,51.5,0,0,0,0,0,0,0,0,0,0
6318,1,0,3,2197.0,3.0,2.0,136.0,0,0,0,0,0,0,0,0,0,0
6319,3,1,4,600.0,4.0,0.0,65.0,0,0,0,0,0,0,0,0,0,0
6320,1,1,3,1678.0,3.0,2.0,92.13,0,0,0,0,0,0,0,0,0,0
6321,2,1,3,1410.0,2.0,0.0,80.0,0,0,0,0,0,0,0,0,0,0
6322,1,1,2,1125.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
6323,1,1,3,1191.0,2.0,1.0,55.38,0,0,0,0,0,0,0,0,0,0
6324,1,1,2,1200.0,2.0,2.0,79.0,0,0,0,0,0,0,0,0,0,0
6325,1,1,3,1525.0,2.0,3.0,67.0,0,0,0,0,0,0,0,0,0,0
6326,1,1,3,1464.0,3.0,3.0,56.0,0,0,0,0,0,0,0,0,0,0
6327,1,0,2,920.0,2.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0
6328,2,1,1,651.0,1.0,1.0,17.5,0,0,0,0,0,0,0,0,0,1
6329,1,1,2,600.0,1.0,2.0,25.0,0,0,0,0,0,0,0,0,0,0
6330,1,0,1,645.0,1.0,1.0,16.45,0,0,0,0,0,0,0,0,0,0
6331,1,1,2,1185.0,2.0,2.0,44.0,0,0,0,0,0,0,1,0,0,0
6332,1,0,2,1190.0,2.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0
6334,1,0,4,2856.0,5.0,0.0,158.5,0,0,0,0,0,0,0,0,1,0
6335,1,1,2,1355.0,2.0,3.0,73.0,0,0,0,0,0,0,0,0,1,0
6336,3,1,2,1200.0,1.0,0.0,65.0,0,0,0,0,0,0,0,0,0,0
6337,3,1,4,7000.0,4.0,3.0,550.0,0,0,0,0,0,0,0,0,0,0
6338,3,1,6,1200.0,4.0,1.0,110.0,0,0,0,0,0,0,0,0,0,0
6339,1,1,1,500.0,2.0,1.0,24.0,0,0,0,0,0,0,0,0,0,0
6340,1,1,3,1250.0,3.0,3.0,50.0,0,0,0,0,0,0,0,0,0,0
6341,2,1,3,1480.0,2.0,1.0,58.0,0,0,0,0,0,0,0,1,0,0
6342,2,1,4,3300.0,4.0,2.0,329.0,0,0,0,0,0,0,0,0,0,0
6343,1,0,3,1583.0,2.0,2.0,70.445,0,0,0,0,0,0,0,0,0,0
6344,1,1,2,1206.0,2.0,1.0,53.0,0,0,0,0,0,0,0,0,0,0
6345,1,0,2,1357.0,2.0,1.0,130.0,0,0,0,0,0,0,0,0,0,0
6346,2,1,2,925.0,2.0,1.0,46.5,0,0,0,0,0,0,0,0,0,0
6347,1,1,2,909.0,2.0,1.0,40.9,0,0,0,0,0,0,0,0,0,0
6349,2,1,2,1100.0,2.0,1.0,55.0,0,0,0,0,0,0,0,0,0,0
6350,3,0,4,3000.0,5.0,2.0,815.0,0,0,0,0,0,0,0,0,0,0
6351,1,1,2,1100.0,2.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0
6352,1,1,2,975.0,2.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0
6353,1,1,2,1306.0,2.0,2.0,44.17,0,0,0,0,1,0,0,0,0,0
6354,3,1,4,1200.0,4.0,1.0,95.0,0,0,0,0,0,0,0,0,0,0
6355,1,1,1,610.0,1.0,1.0,39.0,0,0,0,0,0,0,0,0,0,0
6356,1,1,3,1484.0,2.0,2.0,56.4,0,0,0,0,0,0,0,0,0,1
6357,1,0,2,1125.0,2.0,1.0,47.0,0,0,0,0,0,0,0,0,0,0
6358,1,0,2,1447.0,2.0,1.0,75.97,0,0,0,0,0,0,0,0,0,0
6359,1,0,4,2882.0,5.0,1.0,158.0,0,0,0,0,0,0,0,0,1,0
6360,3,1,4,750.0,4.0,0.0,88.0,0,0,0,0,0,0,0,0,0,0
6361,1,1,3,2075.0,3.0,1.0,115.0,0,0,0,0,0,0,0,0,0,0
6362,2,1,2,1250.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0
6363,1,1,2,1272.0,2.0,2.0,51.5,0,0,0,0,0,0,0,0,0,0
6364,3,1,4,1050.0,3.0,2.0,125.0,0,0,0,0,0,0,0,0,0,0
6365,1,0,2,625.0,2.0,1.0,24.0,0,0,0,0,0,0,0,0,0,0
6366,2,1,1,840.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0
6367,1,1,4,2502.0,4.0,2.0,180.0,0,0,0,0,0,0,0,0,0,0
6368,1,1,1,583.0,1.0,1.0,26.9,0,0,0,0,0,0,0,0,0,0
6369,1,0,2,900.0,2.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0
6370,1,1,2,1115.0,2.0,2.0,50.0,0,0,0,0,0,1,0,0,0,0
6371,1,1,2,1464.0,2.0,2.0,56.0,0,0,0,0,0,0,0,0,0,0
6372,2,0,3,2200.0,3.0,1.0,121.0,0,0,0,0,0,0,0,0,0,0
6373,1,0,1,750.0,1.0,1.0,51.0,0,0,0,0,0,0,0,0,1,0
6374,1,1,3,1600.0,3.0,3.0,58.0,0,0,0,1,0,0,0,0,0,0
6375,1,1,3,1365.0,2.0,2.0,49.0,0,0,0,0,0,0,0,0,0,0
6376,2,0,3,1300.0,3.0,2.0,64.0,0,0,0,0,0,0,0,0,0,0
6377,2,1,1,1200.0,1.0,0.0,69.0,0,0,0,0,0,0,0,0,0,0
6378,1,1,2,1260.0,2.0,2.0,35.0,0,0,0,0,0,0,0,0,0,0
6379,1,1,2,1190.0,2.0,2.0,33.92,0,0,0,0,0,0,0,0,0,0
6380,1,1,3,2480.0,4.0,1.0,260.0,0,0,0,0,0,0,0,0,0,0
6381,1,0,3,1250.0,3.0,2.0,38.0,0,0,0,0,0,0,0,0,0,0
6382,2,1,3,1500.0,3.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0
6383,1,1,3,1510.0,3.0,3.0,47.57,0,0,0,0,0,0,0,0,0,0
6384,1,0,2,1187.0,2.0,1.0,59.0,0,0,0,0,0,0,0,0,0,0
6385,1,1,2,1120.0,2.0,1.0,53.76,0,0,0,0,0,0,0,0,0,0
6386,1,0,2,1115.0,2.0,0.0,34.555,0,0,0,0,0,0,0,0,1,0
6387,1,1,3,1717.0,3.0,3.0,99.0,0,0,0,0,0,0,0,0,0,0
6388,2,1,3,2099.0,3.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0
6389,1,1,2,1100.0,2.0,2.0,58.0,0,0,0,0,0,0,0,0,0,0
6390,3,1,1,1200.0,1.0,0.0,48.0,0,0,0,0,0,0,0,0,0,0
6391,2,1,3,1465.0,2.0,1.0,45.87,0,0,0,0,0,0,0,0,0,0
6392,3,1,1,1500.0,1.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0
6393,3,1,5,4050.0,4.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
6394,1,1,3,1255.0,2.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0
6395,1,1,2,1220.0,2.0,3.0,88.0,0,0,0,0,0,0,0,0,0,0
6396,2,0,2,1065.0,2.0,1.0,30.88,0,0,0,0,0,0,0,0,0,0
6397,2,1,3,1765.0,3.0,3.0,80.0,0,0,0,0,0,0,0,0,0,0
6398,1,1,2,1281.0,2.0,2.0,87.0,0,0,0,0,0,0,0,0,0,0
6399,1,1,2,1210.0,2.0,2.0,25.0,1,0,0,0,0,0,0,0,0,0
6400,4,1,2,1215.0,2.0,3.0,43.0,0,0,0,0,0,0,0,0,0,0
6401,3,1,4,1200.0,3.0,1.0,87.0,0,0,0,0,0,0,0,0,0,0
6402,1,1,2,1237.0,2.0,2.0,73.0,0,0,0,0,0,0,0,0,0,0
6403,1,1,2,1300.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0
6404,1,1,2,1105.0,2.0,2.0,39.99,0,0,0,0,0,0,0,0,1,0
6405,1,1,3,1505.0,2.0,2.0,42.0,0,0,0,0,0,0,0,0,0,0
6406,1,1,4,3900.0,5.0,2.0,310.0,0,0,0,0,0,0,0,0,0,0
6407,2,1,2,1186.0,2.0,3.0,65.0,0,0,0,0,0,0,0,0,0,0
6408,3,1,4,900.0,3.0,1.0,51.0,0,0,0,0,0,0,0,0,0,0
6409,1,1,2,750.0,2.0,1.0,35.5,0,0,0,0,0,0,0,0,0,0
6410,2,1,2,1083.0,2.0,2.0,28.0,0,0,0,0,0,0,0,0,0,0
6411,2,1,3,1430.0,2.0,1.0,78.65,0,0,0,0,0,0,0,0,0,0
6412,1,1,2,1056.0,2.0,2.0,68.0,0,0,0,0,0,0,1,0,0,0
6413,1,1,3,2108.0,3.0,3.0,85.0,0,0,0,0,0,0,0,0,0,0
6414,1,1,3,1650.0,3.0,2.0,101.0,0,0,0,0,0,0,0,0,0,0
6415,2,0,3,1220.0,3.0,1.0,36.6,0,0,0,0,0,0,0,0,0,0
6416,1,1,2,1198.0,2.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0
6417,1,1,2,1190.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0
6418,2,0,2,900.0,2.0,1.0,41.0,0,0,0,0,0,0,0,0,0,0
6419,1,0,4,2690.0,4.0,2.0,185.0,0,0,0,0,0,0,0,0,0,0
6420,2,1,2,1340.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
6421,3,0,4,2940.0,3.0,2.0,2250.0,0,0,0,0,0,0,0,0,0,0
6422,3,1,6,2400.0,6.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
6424,1,0,2,1260.0,2.0,2.0,59.2,0,0,0,0,0,0,0,0,0,1
6425,1,0,3,2254.0,3.0,2.0,153.0,0,0,0,0,0,0,0,0,0,0
6427,2,1,4,1800.0,5.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0
6428,2,1,2,820.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
6429,1,1,2,1296.0,2.0,2.0,65.0,1,0,0,0,0,0,0,0,0,0
6430,1,1,2,1190.0,2.0,1.0,53.55,0,0,0,0,0,0,0,1,0,0
6431,1,0,2,1173.0,2.0,1.0,77.0,0,0,0,0,0,0,0,0,1,0
6432,3,0,3,1800.0,3.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
6433,2,1,2,1102.0,2.0,0.0,52.0,0,0,0,0,0,0,0,0,0,1
6434,1,1,2,913.0,2.0,1.0,36.0,0,0,0,0,0,0,0,0,0,0
6435,1,0,3,1176.0,2.0,1.0,35.27,0,0,0,0,0,0,0,0,0,0
6436,2,1,3,1620.0,3.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
6437,1,1,3,2968.0,3.0,2.0,225.0,0,0,0,0,0,0,0,0,0,0
6438,1,0,2,1519.0,2.0,3.0,65.0,0,0,0,0,0,0,0,0,0,1
6439,1,1,2,1345.0,2.0,2.0,106.0,0,0,0,0,0,0,0,0,0,0
6440,1,0,3,1594.0,3.0,2.0,99.0,0,0,0,0,0,0,0,0,0,0
6441,1,1,2,1250.0,2.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0
6442,1,1,2,1056.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0
6443,3,0,3,1200.0,3.0,1.0,68.4,0,0,0,0,0,0,0,0,1,0
6444,3,1,2,1290.0,1.0,0.0,77.5,0,0,0,0,0,0,0,0,0,0
6445,2,1,2,1150.0,2.0,1.0,48.0,0,0,0,0,0,0,0,0,0,0
6446,1,1,2,1464.0,2.0,1.0,145.0,0,0,0,0,0,0,0,0,0,0
6447,3,1,4,1200.0,2.0,1.0,36.0,0,0,0,0,0,0,0,0,0,0
6448,2,1,2,861.0,2.0,0.0,36.5,0,0,0,0,0,0,0,0,0,0
6449,1,1,2,1047.0,2.0,1.0,82.62,0,0,0,0,0,0,0,0,0,0
6450,3,1,2,1200.0,2.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0
6451,3,1,10,1200.0,10.0,2.0,190.0,0,0,0,0,0,0,0,0,0,0
6452,2,1,2,1065.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
6453,2,1,3,2300.0,3.0,3.0,369.0,0,0,0,0,0,0,0,0,0,0
6454,1,1,2,1000.0,2.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0
6455,1,1,3,1682.0,3.0,1.0,113.0,0,0,0,0,0,0,0,0,0,0
6456,1,1,3,1756.0,3.0,2.0,131.0,0,0,0,0,0,0,0,0,0,0
6457,3,1,5,4000.0,4.0,2.0,1000.0,0,0,0,0,0,0,0,0,0,0
6458,1,1,4,1050.0,4.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
6459,1,1,2,1238.0,2.0,1.0,67.32,0,0,0,0,0,0,0,0,0,0
6460,1,1,2,814.0,2.0,1.0,42.0,0,0,0,0,0,0,0,0,0,0
6461,2,1,2,1145.0,2.0,1.0,46.5,0,0,0,0,0,0,0,0,0,0
6462,1,1,2,965.0,2.0,1.0,34.0,0,0,0,0,0,0,0,0,0,0
6463,1,1,2,750.0,2.0,1.0,36.0,0,0,0,0,0,0,0,0,0,0
6464,2,1,3,1300.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
6465,1,0,3,1590.0,3.0,3.0,131.0,0,0,0,0,0,0,0,0,0,0
6466,1,0,1,644.0,1.0,1.0,40.0,0,0,0,0,0,0,0,0,0,0
6467,1,0,2,982.0,2.0,1.0,37.0,0,0,0,0,0,0,0,0,1,0
6468,1,1,2,1260.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0
6469,1,1,3,1555.0,3.0,2.0,75.17,0,0,0,0,0,0,0,0,0,0
6470,2,1,4,2500.0,4.0,1.0,450.0,0,0,0,0,0,0,0,0,0,0
6471,1,0,2,1225.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0
6472,1,1,2,1085.0,2.0,1.0,46.0,0,0,0,0,0,0,0,0,0,0
6473,1,1,3,1640.0,3.0,2.0,220.0,0,0,0,0,0,0,0,0,0,0
6474,2,0,3,1595.0,3.0,1.0,110.0,0,0,0,0,0,0,1,0,0,0
6475,1,1,2,1196.0,2.0,2.0,40.44,0,0,0,0,1,0,0,0,0,0
6476,1,0,3,1859.0,3.0,1.0,108.0,0,0,0,0,0,0,0,0,0,1
6477,1,0,2,1079.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0
6478,2,1,2,550.0,1.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0
6479,1,1,2,1118.0,2.0,1.0,42.0,0,0,0,0,0,0,0,0,1,0
6480,1,1,2,1198.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0
6481,1,0,3,1162.5,2.0,2.0,30.215,0,0,0,0,0,0,0,0,0,0
6482,1,1,3,1830.0,4.0,2.0,135.0,0,0,0,0,0,0,0,0,0,0
6483,1,0,2,1160.0,2.0,1.0,59.0,0,0,0,0,0,0,0,0,0,0
6484,1,1,3,1485.0,2.0,1.0,156.0,0,0,0,0,0,0,0,0,0,0
6485,1,1,3,2070.0,3.0,3.0,135.0,0,0,0,0,0,0,0,0,0,0
6486,3,1,6,750.0,4.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
6487,2,0,2,957.0,2.0,0.0,52.5,0,0,0,0,0,0,0,0,0,0
6488,3,1,5,2400.0,4.0,1.0,310.0,0,0,0,0,0,0,0,0,0,0
6489,1,0,2,1268.0,2.0,1.0,69.0,0,0,0,0,0,0,0,0,0,0
6490,1,1,3,1450.0,2.0,2.0,87.0,0,0,0,0,0,0,0,0,0,0
6491,2,1,3,1600.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0
6492,1,1,3,1330.0,2.0,1.0,57.0,0,0,0,0,0,0,0,1,0,0
6493,1,1,3,1355.0,2.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
6494,1,1,2,1272.0,2.0,2.0,51.5,0,0,0,0,0,0,0,0,0,0
6495,1,1,2,1100.0,2.0,1.0,38.49,0,0,0,0,0,0,0,0,0,0
6496,1,1,3,1220.0,3.0,2.0,58.0,0,0,0,0,0,1,0,0,0,0
6497,1,1,2,1075.0,2.0,1.0,46.76,0,0,0,0,0,0,0,0,0,0
6498,1,1,2,800.0,2.0,1.0,55.0,0,0,0,0,0,0,0,0,0,0
6499,1,1,2,995.0,2.0,1.0,34.82,0,0,0,0,0,0,0,0,0,0
6500,2,1,2,900.0,1.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0
6501,1,1,2,1140.0,2.0,1.0,42.0,0,0,0,0,0,0,0,0,0,0
6502,1,1,3,1480.0,2.0,2.0,125.0,0,0,0,0,0,0,0,0,0,0
6503,1,0,3,1710.0,2.0,2.0,90.63,0,0,0,0,0,0,0,0,0,0
6504,1,0,3,2106.0,3.0,3.0,148.0,0,0,0,0,0,0,0,0,0,0
6505,3,1,9,2400.0,6.0,2.0,270.0,0,0,0,0,0,0,0,0,0,0
6506,3,1,3,3800.0,2.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
6507,3,1,3,800.0,3.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
6508,1,1,2,1602.0,2.0,2.0,104.0,0,0,0,1,0,0,0,0,0,0
6509,1,1,3,1660.0,2.0,2.0,116.0,0,0,0,0,0,1,0,0,0,0
6510,1,1,3,1549.0,3.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
6511,1,0,1,700.0,1.0,1.0,38.0,0,0,0,1,0,0,0,0,0,0
6512,1,0,2,1012.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0
6513,1,0,3,1469.0,3.0,1.0,89.0,0,0,0,1,0,0,0,0,0,0
6514,1,0,2,1216.0,2.0,1.0,69.0,0,0,0,0,0,0,0,0,1,0
6515,1,1,2,1065.0,2.0,1.0,56.13,0,0,0,0,0,0,0,0,0,0
6516,1,0,3,1411.0,3.0,1.0,93.15,0,0,0,0,0,0,1,0,0,0
6517,1,1,2,1400.0,2.0,2.0,57.5,0,0,0,0,0,0,0,0,0,0
6518,1,1,3,1250.0,3.0,2.0,29.0,0,0,0,0,0,0,0,0,0,0
6519,1,1,2,1245.0,2.0,3.0,62.0,0,0,0,0,0,0,0,0,0,0
6520,1,1,2,1115.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0
6521,1,1,2,1000.0,2.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0
6522,1,0,3,1580.0,3.0,0.0,71.89,0,0,0,0,0,0,0,0,0,0
6523,1,1,3,1800.0,3.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
6524,1,1,2,1500.0,2.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
6525,1,0,1,645.0,1.0,1.0,16.45,0,0,0,0,0,0,0,0,0,0
6526,1,0,3,1275.0,3.0,2.0,44.0,0,0,0,0,0,0,0,0,0,0
6527,1,1,3,1494.0,3.0,2.0,82.0,0,0,0,0,0,0,0,0,0,0
6528,1,1,3,1949.0,3.0,2.0,129.0,0,0,0,0,0,0,0,0,0,0
6529,1,1,2,1020.0,2.0,1.0,46.5,0,0,0,0,0,0,0,0,0,0
6530,1,1,2,883.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
6531,2,1,4,3200.0,4.0,2.0,280.0,0,0,0,0,0,0,0,0,0,0
6532,3,1,6,1680.0,6.0,1.0,125.0,0,0,0,0,0,0,0,1,0,0
6533,3,1,12,2232.0,6.0,2.0,300.0,0,0,0,0,0,0,0,0,0,0
6534,1,1,3,2010.0,3.0,3.0,125.0,0,0,0,0,0,0,0,0,0,0
6535,1,1,2,1240.0,2.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
6536,1,1,2,1213.0,2.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0
6537,1,1,3,1835.0,3.0,3.0,88.0,0,0,0,0,0,0,0,0,0,0
6538,3,1,9,1800.0,10.0,3.0,185.0,0,0,0,0,0,0,0,0,0,0
6539,1,1,4,2932.0,5.0,2.0,195.0,0,0,0,0,0,0,0,0,0,0
6540,2,1,4,3425.0,5.0,2.0,250.0,0,0,0,0,0,0,0,0,1,0
6541,2,1,2,945.0,2.0,0.0,45.0,0,0,0,0,0,0,0,0,0,0
6542,1,1,3,1504.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0
6543,1,1,3,1569.0,3.0,2.0,150.0,0,0,0,0,0,0,0,0,0,0
6544,1,1,3,1755.0,3.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
6545,1,1,3,1760.0,3.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0
6546,1,0,2,1240.0,2.0,3.0,43.94,0,0,0,0,0,0,0,0,0,0
6547,1,0,3,1450.0,3.0,2.0,72.54,0,0,0,0,0,0,0,0,0,0
6548,1,1,2,1000.0,2.0,0.0,48.0,0,0,0,0,0,0,0,0,0,0
6549,3,1,1,3820.0,1.0,1.0,306.0,0,0,0,0,0,0,0,0,0,0
6550,1,1,5,2000.0,4.0,2.0,145.0,0,0,0,0,0,0,0,0,0,0
6551,1,1,2,1215.0,2.0,2.0,59.0,0,0,0,0,0,0,0,0,0,0
6553,1,1,3,1330.0,3.0,3.0,73.5,0,0,0,0,0,0,0,0,0,0
6554,1,0,2,1178.0,2.0,1.0,75.0,0,0,0,0,1,0,0,0,0,0
6555,3,0,4,1500.0,4.0,3.0,192.0,0,0,0,0,0,0,0,0,0,0
6556,1,1,2,2040.0,2.0,2.0,59.0,0,0,0,0,0,0,0,0,0,0
6557,1,0,3,2000.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
6558,1,0,3,1602.0,2.0,1.0,165.0,0,0,0,0,0,0,0,0,0,0
6559,3,1,4,1200.0,4.0,1.0,130.0,0,0,0,0,0,0,0,0,0,0
6560,1,1,2,1194.0,2.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0
6561,2,1,3,1800.0,3.0,1.0,220.0,0,0,0,0,0,0,0,0,0,0
6562,3,1,3,2400.0,2.0,1.0,152.0,0,0,0,0,0,0,0,0,0,0
6563,1,1,3,1700.0,3.0,3.0,108.0,0,0,0,0,0,1,0,0,0,0
6564,2,1,3,1200.0,3.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
6565,3,1,3,1500.0,3.0,0.0,72.0,0,0,0,0,0,0,0,0,0,0
6566,3,1,3,1240.0,3.0,2.0,165.0,0,0,0,0,0,0,0,0,0,0
6567,2,1,3,3000.0,3.0,2.0,400.0,0,0,0,0,0,0,0,0,1,0
6568,2,1,3,1737.0,3.0,3.0,85.0,0,0,1,0,0,0,0,0,0,0
6569,3,1,2,900.0,2.0,0.0,55.0,0,0,0,0,0,0,0,0,0,0
6570,2,1,3,1280.0,2.0,1.0,48.0,0,0,0,0,0,0,0,0,0,0
6571,1,1,2,1560.0,2.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
6572,1,1,2,883.0,2.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0
6573,1,1,2,750.0,2.0,1.0,33.0,0,0,0,0,0,0,0,0,0,0
6574,1,1,4,2400.0,3.0,3.0,140.0,0,0,0,0,0,0,0,0,0,0
6575,1,1,2,900.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
6576,1,1,2,1030.0,2.0,1.0,49.35,0,0,0,0,0,0,0,0,0,0
6577,1,1,3,1850.0,3.0,2.0,155.0,0,0,0,0,0,0,0,0,0,0
6578,2,1,3,1831.0,3.0,1.0,110.0,0,0,0,0,0,0,0,0,0,0
6579,1,1,2,1095.0,2.0,1.0,38.33,0,0,0,0,0,0,0,0,0,0
6580,2,0,3,1320.0,2.0,1.0,38.13,0,0,0,0,0,0,0,0,0,0
6581,1,1,3,1272.5,2.0,0.0,40.72,0,0,0,0,0,1,0,0,0,0
6582,2,1,2,1000.0,2.0,1.0,61.0,0,0,0,0,0,0,0,0,0,0
6583,1,1,3,1820.0,3.0,2.0,85.4,0,0,0,0,0,0,0,0,0,0
6584,1,1,3,1075.0,2.0,1.0,41.0,0,0,0,0,0,0,0,0,0,0
6585,3,0,3,1500.0,3.0,0.0,83.0,0,0,0,0,0,0,0,0,0,0
6586,1,1,1,360.0,1.0,0.0,16.9,0,0,0,0,0,0,0,0,0,0
6587,1,1,1,925.0,1.0,0.0,40.7,0,0,0,0,0,0,0,0,0,0
6588,1,0,2,1140.0,2.0,1.0,70.93,1,0,0,0,0,0,0,0,0,0
6589,1,0,2,1145.0,2.0,2.0,58.4,0,0,0,0,0,0,0,0,0,0
6590,1,1,3,1862.0,3.0,3.0,120.0,0,0,0,0,0,0,0,0,0,0
6591,1,1,2,947.0,2.0,2.0,43.0,0,0,0,0,0,0,0,0,0,0
6593,3,1,3,700.0,3.0,2.0,195.0,0,0,0,0,0,0,0,0,0,0
6594,1,1,2,1120.0,2.0,2.0,40.0,0,0,0,0,0,0,0,0,0,0
6595,2,1,3,2700.0,3.0,3.0,200.0,0,0,0,0,0,0,0,0,0,0
6596,1,1,3,1805.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0
